%% -------- Irrigation schedule time-series for AquaCropOS -------- %%
%% Day Month Year Irrigation(mm) %%
6	3	2021	0.00
7	3	2021	0.00
8	3	2021	0.00
9	3	2021	0.00
10	3	2021	0.00
11	3	2021	0.00
12	3	2021	0.00
13	3	2021	0.00
14	3	2021	0.00
15	3	2021	0.00
16	3	2021	0.00
17	3	2021	0.00
18	3	2021	0.00
19	3	2021	0.00
20	3	2021	0.00
21	3	2021	0.00
22	3	2021	0.00
23	3	2021	0.00
24	3	2021	0.00
25	3	2021	0.00
26	3	2021	0.00
27	3	2021	0.00
28	3	2021	0.00
29	3	2021	0.00
30	3	2021	0.00
31	3	2021	0.00
1	4	2021	0.00
2	4	2021	0.00
3	4	2021	0.00
4	4	2021	0.00
5	4	2021	0.00
6	4	2021	0.00
7	4	2021	0.00
8	4	2021	0.00
9	4	2021	0.00
10	4	2021	0.00
11	4	2021	0.00
12	4	2021	0.00
13	4	2021	0.00
14	4	2021	0.00
15	4	2021	0.00
16	4	2021	0.00
17	4	2021	0.00
18	4	2021	0.00
19	4	2021	0.00
20	4	2021	0.00
21	4	2021	0.00
22	4	2021	0.00
23	4	2021	0.00
24	4	2021	0.00
25	4	2021	8.39
26	4	2021	0.00
27	4	2021	0.00
28	4	2021	8.68
29	4	2021	0.00
30	4	2021	0.00
1	5	2021	0.00
2	5	2021	0.00
3	5	2021	0.00
4	5	2021	0.00
5	5	2021	0.00
6	5	2021	0.00
7	5	2021	0.00
8	5	2021	0.00
9	5	2021	0.00
10	5	2021	0.00
11	5	2021	0.00
12	5	2021	0.00
13	5	2021	0.00
14	5	2021	0.00
15	5	2021	0.00
16	5	2021	0.00
17	5	2021	0.00
18	5	2021	0.00
19	5	2021	13.24
20	5	2021	0.00
21	5	2021	14.54
22	5	2021	0.00
23	5	2021	16.20
24	5	2021	0.00
25	5	2021	14.75
26	5	2021	0.00
27	5	2021	14.27
28	5	2021	0.00
29	5	2021	0.00
30	5	2021	0.00
31	5	2021	0.00
1	6	2021	0.00
2	6	2021	0.00
3	6	2021	0.00
4	6	2021	0.00
5	6	2021	0.00
6	6	2021	0.00
7	6	2021	0.00
8	6	2021	0.00
9	6	2021	0.02
10	6	2021	0.00
11	6	2021	0
12	6	2021	0.00
13	6	2021	0
14	6	2021	0.00
15	6	2021	0.48
16	6	2021	0.00
17	6	2021	0
18	6	2021	0
19	6	2021	0
20	6	2021	0
21	6	2021	0
22	6	2021	0
23	6	2021	0
24	6	2021	0
25	6	2021	0
26	6	2021	0
27	6	2021	0
28	6	2021	0
29	6	2021	0
30	6	2021	0
1	7	2021	0
2	7	2021	0
3	7	2021	0
4	7	2021	0
